5424	bbl_calib_mark_logo	coBool
5430	disable_m73	coBool
5436	seam_position	coEnum
5454	staggered_inner_seams	coBool
5461	seam_gap	coFloatOrPercent
5471	seam_slope_type	coEnum
5485	seam_slope_conditional	coBool
5492	scarf_angle_threshold	coInt
5504	scarf_overhang_threshold	coPercent
5516	scarf_joint_speed	coFloatOrPercent
5530	scarf_joint_flow_ratio	coFloat
5539	seam_slope_start_height	coFloatOrPercent
5550	seam_slope_entire_loop	coBool
5557	seam_slope_min_length	coFloat
5566	seam_slope_steps	coInt
5574	seam_slope_inner_walls	coBool
5581	role_based_wipe_speed	coBool
5589	wipe_on_loops	coBool
5596	wipe_before_external_loop	coBool
5607	wipe_speed	coFloatOrPercent
5619	skirt_distance	coFloat
5628	skirt_start_angle	coFloat
5638	skirt_height	coInt
5646	single_loop_draft_shield	coBool
5652	draft_shield	coEnum
5667	skirt_type	coEnum
5679	skirt_loops	coInt
5688	skirt_speed	coFloat
5697	min_skirt_length	coFloat
5708	slow_down_layer_time	coFloats
5718	minimum_sparse_infill_area	coFloat
5727	internal_solid_filament_id	coInt
5736	top_surface_filament_id	coInt
5745	bottom_surface_filament_id	coInt
5754	internal_solid_infill_line_width	coFloatOrPercent
5766	internal_solid_infill_speed	coFloat
5775	spiral_mode	coBool
5781	spiral_mode_smooth	coBool
5788	spiral_mode_max_xy_smoothing	coFloatOrPercent
5801	spiral_starting_flow_ratio	coFloat
5812	spiral_finishing_flow_ratio	coFloat
5823	timelapse_type	coEnum
5834	standby_temperature_delta	coInt
5846	preheat_time	coFloat
5856	preheat_steps	coInt
5866	file_start_gcode	coString
5878	machine_start_gcode	coString
5887	filament_start_gcode	coStrings
5896	single_extruder_multi_material	coBool
5902	manual_filament_change	coBool
5910	wipe_tower_type	coEnum
5921	purge_in_prime_tower	coBool
5927	enable_filament_ramming	coBool
5933	tool_change_on_wipe_tower	coBool
5944	wipe_tower_no_sparse_layers	coBool
5952	single_extruder_multi_material_priming	coBool
5958	slice_closing_radius	coFloat
5968	slicing_mode	coEnum
5982	z_offset	coFloat
5992	enable_support	coBool
5999	support_type	coEnum
6016	support_object_xy_distance	coFloat
6027	support_object_first_layer_gap	coFloat
6038	support_angle	coFloat
6048	support_on_build_plate_only	coBool
6056	support_critical_regions_only	coBool
6063	support_remove_small_overhang	coBool
6072	support_top_z_distance	coFloat
